"X.3800.66397190096","X.3800.45175437871","X.3800.74618193267","X.3800.27045889678","X.3800.63208621212","X.3800.58676710821","X.3800.47848259415","X.3800.4850883511","X.3800.50467214576","X.3800.71339423623"
-3800.66397190096,-3800.45175437871,-3800.74618193267,-3800.27045889678,-3800.63208621212,-3800.58676710821,-3800.47848259415,-3800.4850883511,-3800.50467214576,-3800.71339423623
